image	question	answers	answer_type	answerable	sum_confidence
VizWiz_val_00003552.jpg	What is it?	[{'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'bread tin teapot'}, {'answer_confidence': 'maybe', 'answer': 'iron'}, {'answer_confidence': 'maybe', 'answer': 'tea kettle'}, {'answer_confidence': 'maybe', 'answer': 'cooking utensils'}, {'answer_confidence': 'yes', 'answer': 'stove'}, {'answer_confidence': 'yes', 'answer': 'tea kettle bread box'}, {'answer_confidence': 'yes', 'answer': 'smoker'}, {'answer_confidence': 'maybe', 'answer': 'kettle bread box'}, {'answer_confidence': 'yes', 'answer': 'tea kettle'}]	other	1	5
VizWiz_val_00003947.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'this kitchen'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'conventional oven microwave'}, {'answer_confidence': 'yes', 'answer': 'oven'}, {'answer_confidence': 'yes', 'answer': 'oven microwave cabinets'}, {'answer_confidence': 'maybe', 'answer': 'cabinets'}, {'answer_confidence': 'yes', 'answer': 'oven'}, {'answer_confidence': 'yes', 'answer': 'oven cupboards microwave table chair'}, {'answer_confidence': 'yes', 'answer': 'oven'}, {'answer_confidence': 'yes', 'answer': 'oven'}]	other	1	8
VizWiz_train_00000090.jpg	Can you please tell me if you see the headphones in the photo? 	[{'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no headphones'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}]	yes/no	1	9
VizWiz_train_00000804.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'pineapple'}, {'answer_confidence': 'yes', 'answer': 'pineapple'}, {'answer_confidence': 'yes', 'answer': 'pineapple'}, {'answer_confidence': 'maybe', 'answer': 'pineapple'}, {'answer_confidence': 'yes', 'answer': 'pineapple'}, {'answer_confidence': 'yes', 'answer': 'pineapple'}, {'answer_confidence': 'yes', 'answer': 'top pineapple'}, {'answer_confidence': 'no', 'answer': 'food'}, {'answer_confidence': 'yes', 'answer': 'pineapple'}, {'answer_confidence': 'yes', 'answer': 'pineapple'}]	other	1	8
VizWiz_train_00000834.jpg	What is this item?	[{'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen gadgets'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen fruit vegetable set'}, {'answer_confidence': 'yes', 'answer': 'build kitchen fruit veg set'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'no', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}, {'answer_confidence': 'yes', 'answer': 'build kitchen'}]	other	1	9
VizWiz_train_00000969.jpg	What kind of peanut butter is this?	[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'jif'}, {'answer_confidence': 'yes', 'answer': 'crunchy'}, {'answer_confidence': 'yes', 'answer': 'jif'}, {'answer_confidence': 'yes', 'answer': 'jif'}, {'answer_confidence': 'maybe', 'answer': 'jiff'}, {'answer_confidence': 'yes', 'answer': 'jif'}, {'answer_confidence': 'yes', 'answer': 'jiff'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]	other	1	7
VizWiz_train_00001135.jpg	What design is that?	[{'answer_confidence': 'yes', 'answer': 'blue mosaic tile pattern'}, {'answer_confidence': 'no', 'answer': 'floral'}, {'answer_confidence': 'maybe', 'answer': 'floral colidascope'}, {'answer_confidence': 'yes', 'answer': 'blue design'}, {'answer_confidence': 'no', 'answer': 'tile'}, {'answer_confidence': 'no', 'answer': 'floor design'}, {'answer_confidence': 'yes', 'answer': 'octagon diamond'}, {'answer_confidence': 'maybe', 'answer': 'floral'}, {'answer_confidence': 'maybe', 'answer': 'blue white snowflake'}, {'answer_confidence': 'no', 'answer': 'mosaic'}]	other	1	3
VizWiz_train_00001364.jpg	What vegetable is this?	[{'answer_confidence': 'maybe', 'answer': 'onion'}, {'answer_confidence': 'maybe', 'answer': 'beet'}, {'answer_confidence': 'maybe', 'answer': 'chard'}, {'answer_confidence': 'yes', 'answer': 'beet'}, {'answer_confidence': 'maybe', 'answer': 'radish'}, {'answer_confidence': 'maybe', 'answer': 'i dont know'}, {'answer_confidence': 'yes', 'answer': 'bok choy'}, {'answer_confidence': 'maybe', 'answer': 'radish'}, {'answer_confidence': 'yes', 'answer': 'beet'}, {'answer_confidence': 'no', 'answer': 'kale'}]	other	1	3
VizWiz_train_00001447.jpg	what's this?	[{'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'mini fridge', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'mini fridge in cabinet', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'refrigerator', 'answer_confidence': 'yes'}, {'answer': 'fridge', 'answer_confidence': 'maybe'}, {'answer': 'small refrigerator', 'answer_confidence': 'yes'}]	other	1	9
VizWiz_train_00001683.jpg	Describe the scene in front of me please.	[{'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'stovetop kettle utensils'}, {'answer_confidence': 'yes', 'answer': 'oven'}, {'answer_confidence': 'yes', 'answer': 'stove teapot on top'}, {'answer_confidence': 'yes', 'answer': 'gas range 4 burners range hood above'}, {'answer_confidence': 'yes', 'answer': 'stove'}, {'answer_confidence': 'maybe', 'answer': 'clean white kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen stove countertop'}, {'answer_confidence': 'yes', 'answer': 'nice clean stove'}, {'answer_confidence': 'maybe', 'answer': 'kitchen counter'}]	other	1	8
VizWiz_train_00001725.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'kitchen sink'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'sink'}, {'answer_confidence': 'maybe', 'answer': 'persons arm'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'maybe', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'towel on edge kitchen sink'}, {'answer_confidence': 'maybe', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'kitchen sink'}, {'answer_confidence': 'yes', 'answer': 'sink'}]	other	1	5
VizWiz_train_00001741.jpg	What kind of soda is this?	[{'answer_confidence': 'maybe', 'answer': 'orange'}, {'answer_confidence': 'yes', 'answer': 'sunkist'}, {'answer_confidence': 'yes', 'answer': 'bottle'}, {'answer_confidence': 'yes', 'answer': 'orange'}, {'answer_confidence': 'yes', 'answer': 'sunkist'}, {'answer_confidence': 'yes', 'answer': 'sunkist'}, {'answer_confidence': 'yes', 'answer': 'orange sunkist'}, {'answer_confidence': 'yes', 'answer': 'kist'}, {'answer_confidence': 'yes', 'answer': 'sunkist'}, {'answer_confidence': 'yes', 'answer': 'sunkist orange'}]	other	1	9
VizWiz_train_00002435.jpg	What condiment is this?	[{'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'maybe', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}, {'answer_confidence': 'yes', 'answer': 'salt'}]	other	1	9
VizWiz_train_00002595.jpg	hi this is supposed to be either a beet or a rutabaga do you have any idea which one it might be? thanks.	[{'answer_confidence': 'yes', 'answer': 'i dont know'}, {'answer_confidence': 'yes', 'answer': 'rutabaga'}, {'answer_confidence': 'maybe', 'answer': 'beet'}, {'answer_confidence': 'yes', 'answer': 'turnip'}, {'answer_confidence': 'maybe', 'answer': 'rutabaga'}, {'answer_confidence': 'maybe', 'answer': 'rutabaga'}, {'answer_confidence': 'maybe', 'answer': 'rutabaga'}, {'answer_confidence': 'yes', 'answer': 'rutabaga'}, {'answer_confidence': 'yes', 'answer': 'rutabaga'}, {'answer_confidence': 'yes', 'answer': 'rutabaga'}]	other	1	6
VizWiz_train_00002630.jpg	What is in this bottle?	[{'answer_confidence': 'yes', 'answer': 'gourmet kitchen'}, {'answer_confidence': 'yes', 'answer': 'water mint sake'}, {'answer_confidence': 'yes', 'answer': 'water mint sake'}, {'answer_confidence': 'yes', 'answer': 'water mint sake'}, {'answer_confidence': 'yes', 'answer': 'sake'}, {'answer_confidence': 'maybe', 'answer': 'sake'}, {'answer_confidence': 'maybe', 'answer': 'sake'}, {'answer_confidence': 'yes', 'answer': 'water mint sake liquid dish soap'}, {'answer_confidence': 'yes', 'answer': 'water mint sake'}, {'answer_confidence': 'yes', 'answer': 'sake'}]	other	1	8
VizWiz_train_00002879.jpg	What kind of plant is this?	[{'answer_confidence': 'yes', 'answer': 'not sure'}, {'answer_confidence': 'no', 'answer': 'house'}, {'answer_confidence': 'no', 'answer': 'small leafy tree'}, {'answer_confidence': 'yes', 'answer': 'potted house plant'}, {'answer_confidence': 'yes', 'answer': 'green'}, {'answer_confidence': 'maybe', 'answer': 'green'}, {'answer_confidence': 'no', 'answer': 'houseplant'}, {'answer_confidence': 'maybe', 'answer': 'green unsure type'}, {'answer_confidence': 'yes', 'answer': 'green leaf'}, {'answer_confidence': 'yes', 'answer': 'houseplant'}]	other	1	5
VizWiz_train_00003086.jpg	What kind of dog?	[{'answer_confidence': 'yes', 'answer': 'yellow lab'}, {'answer_confidence': 'yes', 'answer': 'retriever'}, {'answer_confidence': 'no', 'answer': 'spaniel'}, {'answer_confidence': 'maybe', 'answer': 'tan beagle mix'}, {'answer_confidence': 'maybe', 'answer': 'puppy'}, {'answer_confidence': 'maybe', 'answer': 'cocker spaniel'}, {'answer_confidence': 'yes', 'answer': 'yellow lab'}, {'answer_confidence': 'yes', 'answer': 'labrador retriever'}, {'answer_confidence': 'yes', 'answer': 'retriever'}, {'answer_confidence': 'yes', 'answer': 'lab'}]	other	1	6
VizWiz_train_00003284.jpg	What is it?	[{'answer': 'coffee mug', 'answer_confidence': 'yes'}, {'answer': 'coffee mug', 'answer_confidence': 'yes'}, {'answer': 'thermo cup', 'answer_confidence': 'yes'}, {'answer': 'coffee mug', 'answer_confidence': 'yes'}, {'answer': 'insulated cup', 'answer_confidence': 'yes'}, {'answer': 'coffee cup', 'answer_confidence': 'yes'}, {'answer': 'pitcher', 'answer_confidence': 'yes'}, {'answer': 'coffee mug', 'answer_confidence': 'yes'}, {'answer': 'mug', 'answer_confidence': 'maybe'}, {'answer': 'mug', 'answer_confidence': 'yes'}]	other	1	9
VizWiz_train_00003422.jpg	What is this?	[{'answer_confidence': 'yes', 'answer': 'stovetop'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'oven top'}, {'answer_confidence': 'yes', 'answer': 'stove'}, {'answer_confidence': 'yes', 'answer': 'counter stove'}, {'answer_confidence': 'yes', 'answer': 'stove'}, {'answer_confidence': 'yes', 'answer': 'stovetop'}, {'answer_confidence': 'yes', 'answer': 'stove top'}, {'answer_confidence': 'yes', 'answer': 'stove'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}]	other	1	10
VizWiz_train_00003559.jpg	What is this a picture of?	[{'answer_confidence': 'yes', 'answer': 'lamp'}, {'answer_confidence': 'yes', 'answer': 'lamp'}, {'answer_confidence': 'yes', 'answer': 'lamp'}, {'answer_confidence': 'yes', 'answer': 'floor lamp'}, {'answer_confidence': 'maybe', 'answer': 'floor lamp'}, {'answer_confidence': 'yes', 'answer': 'lamp'}, {'answer_confidence': 'yes', 'answer': 'lamp'}, {'answer_confidence': 'yes', 'answer': 'lamp'}, {'answer_confidence': 'yes', 'answer': 'lamp'}, {'answer_confidence': 'yes', 'answer': 'lamp'}]	other	1	9
VizWiz_train_00003748.jpg	Can you tell me if you see the headphones in this photo? Thanks.	[{'answer_confidence': 'maybe', 'answer': 'yes next to spaghetti jar'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no headphones'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'i dont see headphones'}, {'answer_confidence': 'maybe', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'behind tall pasta canister'}, {'answer_confidence': 'yes', 'answer': 'no headphones'}]	other	1	8
VizWiz_train_00004239.jpg	What is it?	[{'answer_confidence': 'yes', 'answer': 'doorway'}, {'answer_confidence': 'yes', 'answer': 'doorframe'}, {'answer_confidence': 'no', 'answer': 'doorway'}, {'answer_confidence': 'yes', 'answer': 'door'}, {'answer_confidence': 'yes', 'answer': 'door'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'chair'}, {'answer_confidence': 'yes', 'answer': 'doorway'}, {'answer_confidence': 'maybe', 'answer': 'doorway'}, {'answer_confidence': 'maybe', 'answer': 'door into dining area'}]	other	1	6
VizWiz_train_00004425.jpg	What's in the picture?	[{'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'maybe', 'answer': 'table'}, {'answer_confidence': 'yes', 'answer': 'table'}, {'answer_confidence': 'maybe', 'answer': 'table chair tv remote tupperware other random stuff'}, {'answer_confidence': 'yes', 'answer': 'table'}, {'answer_confidence': 'yes', 'answer': 'table'}, {'answer_confidence': 'yes', 'answer': 'miscellaneous items on table chairs'}, {'answer_confidence': 'maybe', 'answer': 'table'}, {'answer_confidence': 'yes', 'answer': 'remote'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}]	other	1	7
VizWiz_train_00004652.jpg	What color is this dinosaur?	[{'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'red yellow green'}, {'answer_confidence': 'yes', 'answer': 'yellow green'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'yellow green brown'}, {'answer_confidence': 'maybe', 'answer': 'yellow green'}, {'answer_confidence': 'yes', 'answer': 'yellowish green'}, {'answer_confidence': 'yes', 'answer': 'yellow green brown'}, {'answer_confidence': 'yes', 'answer': 'yellow'}]	other	1	9
VizWiz_train_00004839.jpg	Is this a fruit or a vegetable?	[{'answer_confidence': 'yes', 'answer': 'fruit'}, {'answer_confidence': 'yes', 'answer': 'fruit apple'}, {'answer_confidence': 'yes', 'answer': 'fruit'}, {'answer_confidence': 'yes', 'answer': 'fruit'}, {'answer_confidence': 'yes', 'answer': 'fruit'}, {'answer_confidence': 'yes', 'answer': 'fruit'}, {'answer_confidence': 'yes', 'answer': 'fruit'}, {'answer_confidence': 'yes', 'answer': 'apple'}, {'answer_confidence': 'yes', 'answer': 'fruit'}, {'answer_confidence': 'yes', 'answer': 'fruit'}]	other	1	10
VizWiz_train_00004861.jpg	What is that?	[{'answer_confidence': 'maybe', 'answer': 'shoes'}, {'answer_confidence': 'maybe', 'answer': 'feet shoes'}, {'answer_confidence': 'maybe', 'answer': 'sandals'}, {'answer_confidence': 'yes', 'answer': 'flip flops'}, {'answer_confidence': 'yes', 'answer': 'feet flip flops floor'}, {'answer_confidence': 'maybe', 'answer': 'floor'}, {'answer_confidence': 'yes', 'answer': 'sandals'}, {'answer_confidence': 'maybe', 'answer': 'sandals'}, {'answer_confidence': 'yes', 'answer': 'sandals feet'}, {'answer_confidence': 'yes', 'answer': 'feet'}]	other	1	5
VizWiz_train_00004907.jpg	What color is this please? 	[{'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blue'}, {'answer_confidence': 'yes', 'answer': 'blue'}]	other	1	10
VizWiz_train_00005033.jpg	What's this?	[{'answer': 'package crystal light on kitchen counter', 'answer_confidence': 'yes'}, {'answer': 'unsuitable', 'answer_confidence': 'yes'}, {'answer': 'stove', 'answer_confidence': 'yes'}, {'answer': 'counter top', 'answer_confidence': 'yes'}, {'answer': 'unsuitable', 'answer_confidence': 'yes'}, {'answer': 'stove', 'answer_confidence': 'maybe'}, {'answer': 'unanswerable', 'answer_confidence': 'maybe'}, {'answer': 'stove', 'answer_confidence': 'maybe'}, {'answer': 'kitchen counter', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}]	other	1	7
VizWiz_train_00005120.jpg	What is this?	[{'answer': 'cup', 'answer_confidence': 'yes'}, {'answer': 'cup', 'answer_confidence': 'yes'}, {'answer': 'coffee cup', 'answer_confidence': 'maybe'}, {'answer': 'coffee in cup', 'answer_confidence': 'yes'}, {'answer': 'coffe cup', 'answer_confidence': 'yes'}, {'answer': 'coffee cup', 'answer_confidence': 'yes'}, {'answer': 'coffee cup', 'answer_confidence': 'yes'}, {'answer': 'coffee', 'answer_confidence': 'yes'}, {'answer': 'coffee cup', 'answer_confidence': 'yes'}, {'answer': 'cup', 'answer_confidence': 'yes'}]	other	1	9
VizWiz_train_00005213.jpg	What's in the picture I just take	[{'answer_confidence': 'yes', 'answer': 'wooden round table 3 chairs'}, {'answer_confidence': 'yes', 'answer': 'table remote'}, {'answer_confidence': 'yes', 'answer': 'table'}, {'answer_confidence': 'yes', 'answer': 'remote on table'}, {'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'yes', 'answer': 'tv remote on table'}, {'answer_confidence': 'yes', 'answer': 'remote'}, {'answer_confidence': 'yes', 'answer': 'remote on table'}, {'answer_confidence': 'maybe', 'answer': 'tv remote on table'}, {'answer_confidence': 'yes', 'answer': 'table'}]	other	1	9
VizWiz_train_00005293.jpg	What this	[{'answer_confidence': 'yes', 'answer': 'sink bottle soap'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'sink soap'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'bathroom sink liquid soap'}, {'answer_confidence': 'maybe', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'sink'}, {'answer_confidence': 'yes', 'answer': 'white pedestal sink'}]	other	1	9
VizWiz_train_00005383.jpg	What, what do you see?	[{'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'maybe', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen floor'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'kitchen'}, {'answer_confidence': 'yes', 'answer': 'floor'}, {'answer_confidence': 'yes', 'answer': 'floor'}, {'answer_confidence': 'maybe', 'answer': 'kitchen stove counter'}, {'answer_confidence': 'yes', 'answer': 'this place kitchen'}]	other	1	8
